#    L    TT             EE             BB             TE             PP             TP             EP          
     2   1.18832E+003   5.53160E-002   0.00000E+000   3.66718E+000   5.54889E-008   3.53655E-003  -1.72278E-005
     3   1.11496E+003   9.19678E-002   0.00000E+000   4.59421E+000   6.74127E-008   3.53747E-003  -2.12398E-005
     4   1.04462E+003   1.05693E-001   0.00000E+000   4.74661E+000   7.76855E-008   3.46214E-003  -2.16507E-005
     5   9.89585E+002   9.62389E-002   0.00000E+000   4.43036E+000   8.66111E-008   3.35531E-003  -1.94198E-005
     6   9.49148E+002   7.32829E-002   0.00000E+000   3.88781E+000   9.43989E-008   3.23507E-003  -1.54445E-005
     7   9.20639E+002   4.81463E-002   0.00000E+000   3.27433E+000   1.01254E-007   3.11050E-003  -1.06168E-005
     8   9.01292E+002   2.84360E-002   0.00000E+000   2.68309E+000   1.07325E-007   2.98652E-003  -5.73605E-006
     9   8.89301E+002   1.65941E-002   0.00000E+000   2.16691E+000   1.12734E-007   2.86637E-003  -1.44834E-006
    10   8.82772E+002   1.12571E-002   0.00000E+000   1.75480E+000   1.17553E-007   2.75164E-003   1.80648E-006
    11   8.80676E+002   9.54712E-003   0.00000E+000   1.45673E+000   1.21885E-007   2.64413E-003   3.82454E-006
    12   8.81821E+002   8.98544E-003   0.00000E+000   1.26841E+000   1.25737E-007   2.54330E-003   4.61174E-006
    13   8.85716E+002   8.31145E-003   0.00000E+000   1.17598E+000   1.29221E-007   2.45000E-003   4.34482E-006
    14   8.91470E+002   7.34979E-003   0.00000E+000   1.15835E+000   1.32326E-007   2.36294E-003   3.30736E-006
    15   8.98981E+002   6.44725E-003   0.00000E+000   1.19266E+000   1.35133E-007   2.28176E-003   1.83118E-006
    16   9.07875E+002   5.94335E-003   0.00000E+000   1.25754E+000   1.37657E-007   2.20558E-003   2.38712E-007
    17   9.17776E+002   5.92538E-003   0.00000E+000   1.33531E+000   1.39898E-007   2.13361E-003  -1.19931E-006
